weight4,setup4,speed4,weight3,setup3,speed3,weight2,setup2,speed2,weight1,setup1,speed1,wind_dir,wind_speed
88,X,32,119,SO2,33,66,83,30,100,S1,35,309,11.5
60,90,35,60,90,36,64,94,41,85,X,32,304,12.5
94,X,47,52,92,30,50,90,36,39,89,26,316,13.4
87,X,46,84,X,42,71,91,36,71,91,32,312,14
109,S1,45,97,S1,31,67,87,36,X,X,X,316,8.9
93,X,36,110,S1,36,78,88,34,X,X,X,296,8.7
85,X,41,69,89,41,62,92,45,103,S1,43,323,11.8
78,88,40,89,X,35,72,82,30,85,X,45,4,6.1
93,X,47,79,89,37,80,X,34,103,S1,30,358,7.7
88,X,46,94,X,40,78,X,33,76,X,31,321,8.3
68,88,31,60,90,45,81,X,31,57,87,35,304,8.9
117,SO2,28,104,S1,33,84,X,37,97,S1,29,297,8.9
83,X,44,74,84,30,64,84,44,120,SO2,32,300,9.2
114,SO2,37,105,S1,39,118,SO2,42,X,X,X,306,10.2
88,X,42,61,91,45,42,92,41,X,X,X,313,9.7
71,81,37,55,85,34,86,X,37,X,X,X,310,8.6
?,?,43,68,88,39,53,83,35,78,88,29,327,11.8
54,84,29,76,86,40,86,X,38,81,X,34,315,11
71,91,36,68,88,43,67,87,32,70,90,36,340,7.4
94,X,45,67,87,39,54,84,31,74,84,34,317,8.8
65,85,42,63,83,38,64,84,42,56,86,38,310,8.1
77,87,43,63,83,38,80,X,40,94,X,47,314,7.9
98,S1,41,50,80,35,91,X,45,X,X,X,289,7.4
106,S1,45,76,86,38,62,82,32,72,82,35,302,7.7
79,X,38,70,80,38,74,84,35,89,X,44,297,5.7
90,X,40,67,87,40,57,87,34,106,S1,39,298,5.7
88,X,49,74,84,38,83,X,45,97,S1,48,308,7.5
65,85,43,70,80,35,56,86,46,107,S1,43,291,5
53,83,44,89,S1,42,91,S1,38,83,X,44,314,7.4
104,S1,42,101,S1,42,72,82,42,100,S1,33,302,5.3
92,S1,35,106,S1,49,74,84,36,78,88,42,310,6.7
X,X,X,36,86,38,101,S1,48,46,86,39,300,4.7
94,S1,46,109,SO2,35,67,87,42,104,SO2,35,295,3.9
82,X,47,71,81,37,72,82,42,71,81,40,295,3.1
69,89,46,82,X,51,108,SO2,39,119,SN2,35,291,2.6
87,S1,35,103,SO2,29,85,S1,35,91,S1,42,276,1.8
100,SO2,33,99,SO2,29,84,S1,42,66,76,46,231,2
79,S1,38,84,S1,37,83,S1,36,62,72,40,314,1
79,S1,34,80,S1,34,82,S1,34,76,S1,34,297,2.7
103,SO2,35,59,79,45,73,X,47,X,X,X,292,3.8
60,70,33,64,74,40,104,SO2,36,55,75,29,307,1.8
89,S1,37,101,SO2,32,66,76,41,84,S1,41,316,3
78,S1,31,89,S1,42,80,S1,31,X,X,X,280,0.5
40,70,43,76,S1,37,44,74,37,102,SO2,33,289,3.9
86,S1,41,64,74,38,70,X,38,61,71,41,289,1.3
93,S1,39,93,S1,39,91,S1,39,53,73,36,331,1.2
X,X,X,X,X,X,56,76,38,100,SO2,35,288,1.4
X,X,X,75,X,48,89,S1,43,65,75,35,291,1.4
TW50,X,34,TW50,X,38,TW50,X,36,TW50,X,35,154,7.6
67,S1,33,81,SO2,31,65,S1,28,78,SO2,31,122,11.3
72,S1,33,87,SO2,32,86,SO2,32,88,SO2,33,146,13.9
X,X,X,77,S1,44,71,X,55,93,SO2,46,125,11.1
87,SO2,34,88,SO2,38,83,SO2,32,X,X,X,129,10
56,X,41,76,S1,43,89,SO2,37,61,X,40,143,18.3
67,S1,25,102,SN2,38,87,SO2,38,77,S1,44,115,14.1
69,S1,38,72,S1,37,57,X,36,86,SO2,35,136,13
59,X,39,77,S1,40,94,SO2,33,63,X,43,117,20
78,S1,45,81,SO2,44,74,S1,45,115,S3,46,125,18.4
X,X,X,75,S1,40,69,S1,38,72,S1,40,100,15.2
X,X,X,X,X,X,86,SO2,45,99,SN2,45,159,17.4
X,X,X,X,X,X,97,SN2,32,64,S1,32,165,21.1
X,X,X,X,X,X,82,SO2,42,64,S1,42,138,14
X,X,X,X,X,X,107,S3,36,69,S1,34,130,13.2
X,X,X,X,X,X,89,SN2,18,95,SN2,20,115,13.1
X,X,X,X,X,X,73,S1,33,88,SO2,32,121,9.2
X,X,X,X,X,X,69,S1,36,90,SO2,38,142,12.9
X,X,X,X,X,X,66,S1,40,89,SO2,41,106,10.5
X,X,X,TW50,X,28,108,S3,24,86,SO2,24,138,10.3
X,X,X,X,X,X,89,SO2,40,82,SO2,41,120,14.3
82,SO2,38,66,S1,40,90,SO2,40,84,SO2,39,135,13.9
102,S3,30,81,SO2,31,94,SN2,30,X,X,X,139,16.6
90,SO2,39,55,X,42,41,51,34,X,X,X,170,15.3
85,SO2,36,60,X,25,66,S1,35,86,SO2,37,53,10.3
77,S1,38,64,S1,34,54,X,31,83,SO2,34,167,11
X,X,X,48,68,33,47,67,38,76,S1,36,129,13.9
83,SO2,31,88,SO2,36,76,S1,37,X,X,X,117,12.3
68,X,42,100,SN2,33,89,SO2,33,X,X,X,140,11.7
100,SN2,34,67,X,46,67,X,34,102,SN2,32,159,12.8
64,X,34,81,S1,37,74,S1,34,107,SN2,37,61,6.6
67,X,33,96,SO2,35,92,SO2,25,97,SO2,32,77,9.1
57,67,36,56,66,38,82,S1,38,63,X,41,84,5.2
83,S1,36,75,S1,36,67,X,37,X,X,X,115,2.5
84,S1,33,59,69,27,72,S1,28,96,SO2,27,144,1.4
87,S1,30,76,X,31,57,77,37,X,X,X,102,8.5
X,X,X,81,X,40,59,79,41,77,X,43,129,5.8
77,X,41,74,X,46,X,X,X,57,77,44,96,5.5
83,S1,34,64,74,43,102,SO2,38,X,X,X,127,4.7
70,X,35,77,S1,39,53,73,43,76,S1,32,117,5.3
93,SO2,37,36,76,38,44,74,41,56,76,43,136,2.3
74,X,38,104,SO2,35,72,X,47,93,SO2,31,117,6.7
84,S1,42,72,X,41,83,S1,35,93,SO2,27,139,7.5
X,X,X,70,X,48,97,S1,46,81,S1,37,119,7.1
52,72,33,55,75,34,37,77,35,101,SO2,35,133,5.7
54,74,36,52,72,36,86,S1,35,X,X,X,54,6.8
X,X,X,X,X,X,103,SO2,31,78,X,45,74,4.2
75,X,44,92,S1,44,97,SO2,34,111,SO2,37,111,3.3
74,X,36,58,78,35,61,71,30,X,X,X,120,2.7
X,X,X,71,X,44,63,73,43,111,SO2,42,93,4.6
96,SO2,38,79,S1,41,107,SO2,44,66,76,45,125,3.58
57,77,47,57,77,52,87,S1,47,X,X,X,143,9.9
63,X,36,86,SO2,41,63,X,37,64,X,38,99,11
67,X,43,62,X,40,61,X,38,X,X,X,141,11.5
77,S1,31,95,SO2,36,75,S1,41,68,X,45,124,7.1
71,S1,36,39,69,36,72,S1,37,72,S1,36,140,2.2
71,S1,35,78,S1,36,63,X,35,70,S1,31,92,5.6
102,SO2,36,39,69,34,68,X,41,99,SO2,35,149,8.9
107,SO2,40,107,SO2,41,92,SO2,28,116,SN2,42,125,4.5
81,S1,41,71,X,40,70,X,41,69,X,42,156,3.9
81,S1,35,87,S1,41,96,SO2,36,110,SO2,36,134,8.4
104,SO2,35,67,X,38,97,SO2,35,79,S1,35,102,4.7
81,S1,36,80,S1,38,89,S1,48,83,S1,43,131,4.6
X,X,X,97,SO2,39,91,SO2,35,58,68,43,141,4.8
68,X,42,68,X,41,65,X,41,84,S1,43,131,5.5
61,X,36,66,X,40,58,X,30,79,S1,36,93,5.2
X,X,X,80,S1,38,69,X,35,77,S1,35,100,7.5
103,SO2,45,55,65,47,71,X,50,81,S1,45,134,7.9
X,X,X,85,SO2,35,69,S1,37,70,S1,36,109,6.7
89,SO2,36,77,S1,37,73,S1,38,X,X,X,141,4.7
81,SO2,37,83,SO2,36,86,SO2,35,70,S1,37,119,7.4
64,X,43,115,SN2,36,110,SN2,36,64,X,35,148,6.3
61,30,30,72,S1,32,70,S1,40,72,S1,42,125,7.3
82,S1,32,47,77,45,87,S1,45,72,S1,32,153,9
102,SO2,32,77,S1,36,81,S1,36,71,S1,35,197,6.1
83,S1,35,68,X,41,79,S1,30,94,SO2,27,122,7.2
85,S1,38,79,S1,36,X,X,X,73,S1,33,131,7.8
44,74,37,61,X,39,70,X,44,X,X,X,112,9.5
99,S1,32,89,S1,40,91,S1,42,57,77,35,120,8.5
61,X,35,60,X,32,69,X,44,95,S1,48,129,13.3
87,S1,47,81,S1,43,62,X,36,66,X,38,148,14.1
83,S1,43,79,S1,42,69,S1,38,74,S1,36,91,16
82,S1,38,31,71,40,42,72,41,63,X,40,124,13.2
63,X,39,69,S1,34,79,S1,38,88,SO2,32,136,8.8
81,S1,35,96,SO2,34,68,S1,36,88,SO2,37,153,14.9
84,S1,59,90,SO2,43,73,S1,44,51,71,40,131,12.8
X,X,X,X,X,X,86,S1,40,69,S1,35,110,4.3
X,X,X,X,X,X,103,SN2,36,74,S1,33,143,11.9
X,X,X,X,X,X,47,67,38,78,S1,38,87,9.2
X,X,X,X,X,X,61,S1,27,80,SO2,27,138,9.4
X,X,X,73,S1,40,83,SO2,33,86,SO2,37,103,10.1
X,X,X,46,66,42,93,SO2,36,67,S1,36,122,7.3
TW50,X,32,X,X,X,83,SO2,30,74,S1,27,115,8.9
76,SO2,25,92,SO2,24,55,X,34,77,SO2,26,79,8.2
60,X,36,84,SO2,29,93,SN2,29,31,61,35,157,6.7
78,SO2,22,82,SO2,27,91,SN2,22,61,S1,21,94,4.2
74,S1,34,68,S1,20,69,S1,32,87,SO2,30,82,2.4
74,S1,35,84,SO2,33,71,S1,36,81,SO2,30,127,6.1
66,S1,34,56,X,34,115,S3 SN2,29,X,X,X,148,3.5
66,S1,30,51,X,34,X,X,X,X,X,X,122,4.5
93,SO2,31,87,SO2,33,71,S1,37,83,SO2,33,ESE,12.9
72,S1,38,65,S1,30,66,S1,33,X,X,X,SE,12.2
49,59,30,60,X,35,41,61,32,79,S1,42,130,11.5
76,S1,41,72,S1,39,93,SO2,38,74,S1,40,144,12
103,SN2,30,112,S3 SO2,23,83,SO2,23,70,S1,27,132,13
84,SO2,31,74,S1,40,58,X,40,90,SO2,36,99,11
92,SO2,34,67,S1,36,56,X,34,95,SO2,35,124,12.3
100,SO2,30,52,X,20,89,SO2,31,X,X,X,127,13.5
58,X,35,60,X,34,91,SO2,28,58,X,34,127,17
81,S1,36,55,65,32,76,S1,38,X,X,X,128,18.6
74,S1,35,62,X,38,72,S1,33,74,S1,35,131,20.9
85,SO2,28,95,SN2,24,77,S1,30,74,S1,36,143,11.9
73,S1,33,80,S1,36,61,X,40,52,62,27,100,9.7
75,S1,32,49,69,34,49,69,30,X,X,X,107,13.3
X,X,X,X,X,X,88,SO2,30,79,S1,36,116,18.1
74,S1,34,69,S1,38,50,70,42,86,SO2,43,109,17.8
109,SO2,39,108,SO2,35,78,S1,35,78,S1,30,98,14.7
82,S1,32,68,X,35,79,S1,35,108,SO2,31,109,19.8
X,X,X,72,X,43,75,X,40,64,X,34,126,12.7
TW50,X,38,TW50,X,20,TW50,X,36,TW50,X,36,251,3.9
89,S1,44,67,X,41,68,X,41,75,S1,43,269,5.3
61,71,41,73,X,47,103,SO2,40,116,SN2,40,286,5.9
73,S1,34,94,SO2,36,82,S1,43,98,SO2,36,260,5.2
76,S1,34,X,X,X,62,X,35,86,S1,40,248,4
X,X,X,X,X,X,84,S1,45,68,X,42,247,4.1
88,S1,44,55,75,44,93,SO2,35,76,S1,35,301,2.5
63,X,36,51,71,36,67,X,35,113,SN2,36,252,4.7
79,S1,40,53,73,39,78,S1,38,59,69,37,264,3.9
X,X,X,77,S1,35,65,X,37,X,X,X,3,3.4
69,X,41,114,SN2,33,83,S1,38,117,SN2,35,279,3.8
69,X,38,98,SO2,40,71,X,41,78,S1,37,274,3.6
100,SO2,36,77,S1,31,76,S1,33,76,S1,35,272,5.1
86,S1,32,77,S1,38,74,S1,32,75,S1,30,264,5.9
64,X,36,76,X,45,X,X,X,X,X,X,283,4.5
X,X,X,61,71,31,90,SO2,22,74,X,42,266,5.5
83,S1,39,95,SO2,37,85,S1,38,62,72,40,259,7.7
72,X,44,60,70,37,84,S1,43,70,X,44,273,5.8
71,X,43,83,S1,41,59,79,41,88,S1,41,273,7.6
107,SO2,46,98,SO2,43,86,S1,47,77,S1,41,224,7.9
X,X,X,72,X,47,84,S1,46,86,S1,45,273,5.8
81,S1,39,69,X,41,75,S1,39,58,68,36,264,7.1
105,SO2,37,77,S1,38,84,S1,39,62,72,39,253,6.3
X,X,X,80,S1,41,100,SO2,43,64,74,42,252,3.8
X,X,X,108,SO2,30,99,SO2,30,79,X,46,301,5
82,S1,30,46,76,30,76,X,47,106,SO2,30,289,5.7
80,X,36,98,S1,36,62,72,25,90,S1,35,271,3.6
63,83,43,67,87,42,83,S1,34,63,83,44,266,5.5
74,X,44,55,85,43,65,85,45,80,X,46,264,5.7
92,S1,40,82,S1,38,81,S1,38,93,S1,39,266,5
111,SO2,45,82,S1,41,66,86,38,81,S1,41,302,3.1
X,X,X,65,85,47,68,88,47,X,X,X,288,4.2
X,X,X,98,SO2,30,109,SO2,30,76,X,47,248,4.8
83,S1,31,80,S1,35,74,X,44,80,S1,35,278,4.9
X,X,X,46,76,34,68,X,35,68,X,35,298,6
71,X,43,73,X,46,80,S1,37,67,X,39,259,5.6
110,SO2,42,101,SO2,44,75,X,40,81,S1,41,251,6.5
67,X,40,85,S1,41,42,72,37,83,S1,39,241,4.4
105,SO2,40,55,65,37,82,S1,42,62,72,38,253,4.3
61,71,39,94,S1,47,81,S1,40,79,S1,39,291,5.9
X,X,X,79,S1,38,112,SO2,39,89,S1,38,298,5.7
94,S1,43,90,S1,34,88,S1,40,X,X,X,262,7.2
86,S1,33,58,68,33,80,S1,37,59,69,33,257,7.7
86,S1,40,86,S1,39,72,X,37,85,S1,36,259,8.5
85,S1,42,57,67,32,85,S1,45,83,S1,41,271,7.9
55,65,31,52,72,33,68,X,35,X,X,X,264,6.9
81,S1,41,55,65,37,70,X,36,70,X,43,262,6.1
93,S1,41,90,S1,40,110,SO2,41,109,SO2,40,260,3.9
97,S1,42,66,X,39,105,SO2,41,62,X,39,278,6
114,SO2,44,98,S1,34,77,S1,44,67,X,47,278,7.1
108,SO2,41,58,68,34,66,X,32,72,X,42,276,5.6
89,S1,43,75,S1,31,67,X,42,67,X,45,283,7.4
74,X,46,64,X,41,66,X,39,81,S1,36,237,6
82,S1,37,53,73,42,91,S1,38,87,S1,36,281,7.5
79,S1,34,90,S1,34,37,67,35,92,S1,36,282,7.1
90,S1,38,59,69,33,91,S1,37,X,X,X,275,7
78,S1,43,79,S1,43,56,66,42,X,X,X,295,5.4
77,S1,41,84,S1,42,61,X,46,77,S1,40,284,7.3
76,S1,41,88,S1,43,120,SO2,42,X,X,X,261,7
100,SO2,37,87,S1,38,69,X,36,94,S1,47,276,5.4
74,S1,39,71,X,40,109,SO2,42,55,65,33,276,8.6
93,SO2,34,116,SO2,37,114,SO2,46,68,X,45,299,7.7
78,S1,39,59,69,44,80,S1,45,64,X,38,255,8.4
75,SO2,35,63,S1,32,72,SO2,20,84,SN2,32,219,17.1
71,SO2,29,55,X,39,49,59,33,63,X,43,207,16
50,60,37,39,59,36,66,X,52,69,S1,45,213,16.6
60,X,35,57,X,42,75,S1,38,80,SO2,34,218,15.1
51,X,39,47,57,33,69,S1,40,62,X,47,211,15.6
49,59,36,49,59,32,X,X,X,X,X,X,238,13.3
65,S1,34,74,S1,34,80,SO2,32,X,X,X,217,13.3
TW50,X,28,TW50,20,35,TW50,20,29,TW50,20,34,343,3.4
91,S1,38,88,S1,38,81,X,46,77,X,35,324,5.7
66,76,38,72,82,45,75,X,43,93,S1,35,316,4.6
56,76,38,79,X,45,110,SN2,32,71,X,38,308,3.4
89,S1,38,75,X,45,55,75,36,55,75,38,330,2.3
72,X,41,62,72,38,98,S1,48,X,X,X,319,2.9
61,71,38,54,74,42,81,S1,37,X,X,X,314,1.1
92,SO2,38,78,S1,36,62,72,47,96,SO2,36,295,1.3
X,X,X,100,SO2,36,103,SO2,35,76,S1,39,288,1.5
76,S1,24,100,SO2,36,113,SN2,35,X,X,X,303,3.4
52,62,36,98,SO2,32,64,X,37,78,S1,41,297,2.5
74,X,37,69,X,41,59,69,38,X,X,X,294,3.4
86,S1,36,73,X,39,60,70,37,90,S1,38,303,2.1
81,S1,33,104,SO2,35,77,S1,34,59,69,38,297,2.5
79,S1,34,93,SO2,35,84,S1,41,61,71,37,302,2.8
86,S1,32,87,S1,37,55,75,43,80,S1,35,308,3.8
88,S1,44,93,S1,41,78,X,39,87,S1,41,294,4.2
95,S1,44,104,SO2,31,85,S1,44,84,S1,46,309,4.4
78,X,43,101,SO2,32,84,S1,38,88,S1,37,307,5.1
74,X,37,73,X,41,82,S1,36,81,S1,29,311,6.3
85,S1,37,79,S1,39,87,S1,37,87,S1,34,313,7.5
77,X,41,65,75,32,109,SO2,35,X,X,X,317,6.6
73,X,36,88,S1,35,62,72,38,51,71,29,338,7.6
68,78,37,56,76,34,40,80,32,48,78,38,319,7.5
93,S1,42,110,SO2,36,118,SN2,37,62,82,42,300,4.7
104,SO2,35,69,79,37,53,83,48,60,80,45,330,3.7
107,SO2,37,61,71,43,85,S1,43,68,X,42,309,1.6
81,S1,37,48,68,36,66,X,36,85,S1,42,278,1.8
X,X,X,74,X,45,81,S1,38,92,S1,46,267,2.3
117,SN2,41,61,71,43,71,X,41,71,X,38,238,0
105,SO2,38,58,68,35,81,S1,40,58,68,40,288,0.6
67,X,43,80,S1,39,55,65,38,79,S1,37,312,1.3
81,S1,40,69,X,42,75,S1,33,110,SO2,44,307,0.1
63,X,35,88,S1,47,97,SO2,32,X,X,X,260,0
118,SN2,31,83,S1,45,83,S1,44,103,SO2,35,289,1.6
64,X,40,78,S1,44,70,X,40,97,SO2,32,279,1.6
46,66,37,66,X,51,79,S1,43,83,S1,38,238,1.4
X,X,X,62,X,37,50,60,36,73,S1,41,219,1.2
95,SO2,35,65,X,46,92,SO2,37,109,SN2,32,219,2.7
X,X,X,57,X,38,61,X,46,46,66,38,215,2.2
78,S1,37,98,SO2,32,80,S1,38,X,X,X,46,1.3
94,SO2,35,50,60,35,72,S1,38,93,SO2,33,261,0.1
80,S1,37,84,S1,39,58,X,36,77,S1,38,309,3.4
88,S1,37,84,S1,37,61,X,26,X,X,X,300,5.8
55,65,35,69,X,38,61,71,38,73,X,41,284,4.6
108,SN2,34,79,S1,32,56,66,35,102,SO2,21,290,4.2
95,S1,37,75,X,41,88,S1,38,89,S1,38,302,6.1
84,S1,37,71,X,41,55,75,37,62,72,35,272,3.7
71,X,38,86,S1,42,83,S1,36,62,72,35,278,5.5
92,S1,35,74,X,39,71,X,35,79,X,40,261,4
X,X,X,100,SO2,34,109,SN2,28,81,S1,36,283,4.6
85,S1,36,62,X,32,59,X,29,X,X,X,285,3.2
66,X,40,89,S1,32,95,SO2,33,65,X,41,300,4.3
87,S1,40,108,SO2,35,68,X,30,55,X,28,310,4
70,X,38,106,SO2,34,61,71,31,88,S1,38,320,4.5
99,S1,40,69,X,43,58,68,37,97,S1,38,302,5.4
57,67,31,83,X,40,79,X,40,75,X,35,311,7.9
63,X,29,65,X,30,76,X,36,63,X,28,288,3.6
102,SO2,30,72,X,42,77,X,47,84,S1,34,258,1.2
74,X,39,84,S1,38,102,SO2,41,90,S1,37,242,3
88,S1,40,101,SO2,30,81,S1,38,91,S1,35,240,2.2
63,X,36,81,S1,36,69,X,39,64,X,36,243,1.5
60,X,36,85,S1,37,72,S1,30,102,SO2,35,237,1.5
65,X,30,77,S1,34,55,X,22,74,S1,30,250,0.5
66,X,28,94,SO2,25,64,X,30,76,S1,34,247,0.1
74,S1,31,73,S1,30,66,X,39,63,X,34,302,0
X,X,X,67,X,43,79,S1,37,56,X,37,124,4
77,S1,27,92,SO2,27,100,SO2,36,101,SO2,38,150,6.3
104,SO2,50,100,S1,43,70,S1,30,80,S1,34,121,5.8
88,SO2,33,83,SO2,38,73,S1,45,78,S1,48,131,11.2
83,SO2,37,97,S3,33,58,S1,28,65,S1,33,146,10.3
79,SO2,29,65,S1,31,86,SO2,32,62,S1,30,131,9.3
82,SO2,33,107,S3 SO2,33,85,SO2,28,79,SO2,33,98,9.5
88,SO2,31,72,S1,34,82,SO2,38,X,X,X,136,9.5
61,X,34,80,SO2,28,91,SN2,28,71,S1,34,120,7.4
73,S1,42,86,S1,42,82,S1,45,77,S1,41,115,6.8
55,X,33,70,S1,36,X,X,X,X,X,X,115,6.3
52,72,30,79,SO2,28,58,X,36,88,SO2,39,141,7.6
85,SO2,35,93,SN2,33,90,SN2,30,78,SO2,27,122,11.9
85,SO2,35,74,S1,41,106,SO2 S3,35,90,SN2,32,113,10.6
82,SO2,31,89,SO2,36,91,SO2,37,85,SO2,31,127,8.4
78,SO2,29,87,SO2,31,92,SO2,34,77,SO2,30,151,8.3
79,SO2,30,67,S1,30,70,S1,27,68,S1,28,71,7.4
84,SO2,34,85,SO2,35,79,SO2,36,120,SO2 SN2 S3,41,98,7.3
104,S3 SO2,33,86,SO2,30,87,SO2,38,X,X,X,122,7.8
73,S1,39,65,S1,35,77,SO2,31,93,SN2,31,115,9.8
76,S1,33,102,S3 SO2,34,69,S1,37,82,SO2,36,125,8
X,X,X,68,S1,36,116,S3 SN2X2,35,91,SN2,35,124,8.8
64,S1,31,58,X,38,75,SO2,28,77,SO2,28,60,9.8
81,SO2,35,73,S1,36,79,SO2,40,66,S1,40,98,10.3
101,SN2,32,80,SO2,34,74,S1,30,83,SO2,37,121,5.8
98,SN2,33,66,S1,35,58,X,40,75,S1,38,114,9
69,S1,34,84,SO2,34,51,X,36,30,60,37,122,6.8
89,SO2,34,68,S1,33,56,X,30,115,SO2 SN2 S3,35,147,3.3
88,SO2,25,64,S1,27,80,SO2,27,55,X,33,114,9.4
X,X,X,108,SO2 S3,35,73,S1,39,X,X,X,127,7.5
76,SO2,25,89,SO2,46,67,S1,44,96,SN2,28,118,7.4
77,SO2,44,61,S1,38,96,SN2,37,75,SO2,36,121,8.1
X,X,X,66,S1,36,63,S1,34,74,SO2,32,122,8.1
69,S1,44,89,SO2,38,71,S1,43,88,SO2,43,120,10.2
59,X,35,88,SO2,37,82,SO2,35,63,X,48,125,5.4
54,X,31,100,SN2,33,68,S1,34,X,X,X,131,7.1
37,67,35,81,SO2,25,61,S1,26,77,SO2,27,143,4.7
96,SO2,40,82,S1,43,64,X,35,94,SO2,33,130,2.8
68,X,41,56,X,34,54,X,27,71,X,40,148,2.7
76,S1,30,80,S1,33,59,X,35,44,64,28,287,4.9
101,SN2,23,74,S1,28,99,SN2,24,X,X,X,274,3.1
85,S1,35,71,X,42,50,60,40,78,S1,38,193,2
86,S1,35,67,X,34,50,60,23,104,SO2,28,52,0.1
39,79,20,92,S1,27,51,71,20,X,X,X,324,2.8
76,X,38,78,X,36,45,85,33,91,S1,31,317,11.4
68,88,32,88,X,28,61,81,22,76,86,18,316,11.7
79,99,35,55,95,33,51,101,31,63,93,29,336,10.1
76,96,33,82,92,35,54,104,34,107,S1,28,345,8.5
65,95,32,79,99,34,58,98,43,102,S1,38,340,10.1
81,91,30,62,102,33,79,99,35,94,X,37,301,10
TW50,X,32,TW50,X,37,TW50,X,34,TW50,X,39,149,15.2
68,X,55,76,X,64,53,63,46,X,X,X,155,16
X,X,X,X,X,X,87,SN2,37,78,SO2,42,140,15.3
X,X,X,X,X,X,65,S1,44,52,X,34,155,13.1
X,X,X,X,X,X,84,SN2,30,62,S1,30,94,14.8
86,SN2,31,X,X,X,82,SN2,32,79,SN2,28,138,14.7
64,S1,33,X,X,X,88,SN2,33,85,SN2,28,135,15
X,X,X,TW50,X,36,82,SN2,32,74,SO2,32,127,14
X,X,X,X,X,X,59,S1,28,79,SN2,29,139,12.8
X,X,X,X,X,X,71,SO2,28,104,S3 SO2,30,146,13.8
78,SN2,23,62,S1,36,88,SN2,30,56,S1,30,127,15
81,SO2,39,58,S1,32,74,SO2,29,60,S1,32,137,11.3
74,SO2,31,115,S3 SN2 S1,46,76,SO2,31,113,S3 SN2 S1,35,117,10
96,S3,31,55,S1,27,80,SO2,35,98,S3,32,126,12.4
X,X,X,X,X,X,51,X,35,86,SN2,25,131,14.2
X,X,X,75,SO2,19,99,S3,29,X,X,X,117,16.1
76,S1,36,63,S1,31,82,SO2,33,57,X,36,137,14
69,S1,44,102,S3,36,67,S1,39,103,S3,36,124,9.7
71,S1,38,78,SO2,36,53,X,40,88,SN2,28,149,114
66,S1,37,69,S1,37,79,SO2,30,87,SN2,26,121,13.9
X,X,X,X,X,X,82,SO2,20,106,S3 S1,28,123,11
81,SO2,36,66,S1,35,86,SO2,34,93,SN2,36,127,13.1
100,S3,39,72,S1,39,69,S1,39,72,S1,43,146,12.4
82,SO2,34,52,X,46,82,SO2,34,90,SN2,34,137,13.6
82,SO2,41,82,SO2,41,62,S1,37,X,X,X,140,14.2
67,S1,35,89,SN2,29,67,S1,35,X,X,X,155,15.4
X,X,X,72,SO2,38,93,SN2,34,X,X,X,138,12.8
102,S3,37,56,X,42,87,SN2,29,78,SO2,37,122,14.3
65,S1,40,99,S3,37,98,S3,26,83,SN2,33,136,12.9
97,S3,35,94,S3,41,120,S3 SN2 SO2,41,78,SO2,35,142,13.6
86,SN2,28,73,SO2,32,98,S3,24,76,SO2,35,150,6.9
73,SO2,36,76,SO2,36,88,SN2,36,95,SN2,41,126,11.5
X,X,X,92,SN2,39,X,X,X,X,X,X,141,12.9
98,SN2,33,76,SO2,33,68,S1,40,72,SO2,33,130,11.4
57,X,41,98,SN2,34,82,SO2,34,96,SN2,39,136,10.4
70,SO2,32,73,SO2,39,76,SO2,43,X,X,X,159,6
67,S1,51,93,SN2,43,73,SO2,40,X,X,X,167,8.7
X,X,X,74,SO2,30,71,SO2,35,97,S3,37,145,11.3
99,S3,42,84,SN2,40,81,SN2,36,106,S3 SN2,36,166,8.7
93,S3,31,60,S1,41,71,SO2,31,81,SN2,38,160,13.1
65,S1,40,62,S1,40,117,S3 SN2X2,44,51,X,40,134,9.3
59,S1,40,83,SN2,35,73,SO2,35,74,SO2,37,134,8.4
90,SN2,33,74,SO2,36,105,S3 SN2,40,105,S3 SN2,31,137,9.9
96,S3,34,82,SN2,32,68,S1,42,80,SN2,34,148,7.5
92,S3,39,85,SN2,32,107,S3 SN2,36,90,S3,33,175,7.8
96,S3,33,70,S1,49,93,S3,39,69,S1,44,180,7.9
82,SN2,36,81,SN2,30,82,SN2,36,76,SO2,36,155,10.1
90,S3,35,64,S1,42,85,SN2,28,93,S3,35,186,8.8
84,SN2,31,57,S1,33,58,S1,28,70,SO2,26,134,9
74,SO2,32,86,SN2,32,75,SO2,37,111,S3 SN2 S1,41,134,10.6
74,SO2,40,83,SN2,38,84,SN2,35,103,S3 SN2,41,134,7.2
X,X,X,71,SO2,36,74,SO2,36,110,S3 SN2 SO2,42,166,9.5
76,SO2,29,73,SO2,26,X,X,X,X,X,X,188,1.3
83,SO2,12,60,X,28,93,SN2,10,86,SO2,10,284,6.3
83,S1,31,76,S1,31,88,S1,35,X,X,X,349,2.8
119,S3 SO2,28,80,S1,28,79,S1,31,63,X,31,156,2.6
85,S1,37,68,X,44,86,S1,41,114,S3 S1,33,298,4.6
59,X,42,82,S1,45,93,SO2,42,71,S1,42,290,2.6
90,SO2,34,82,SO2,34,68,X,44,109,S1 S3,43,37,2.1
X,X,X,80,SO2,35,53,63,40,106,S1 S3,37,207,2.7
X,X,X,X,X,X,71,S1,38,83,SO2,38,89,8.5
66,X,45,94,SO2,45,94,SO2,44,71,S1,44,155,9.5
105,S1 S3,45,92,SN2,44,80,SO2,44,81,SO2,43,150,12.8
