weight4,setup4,speed4,weight3,setup3,speed3,weight2,setup2,speed2,weight1,setup1,speed1,wind_dir,wind_speed,
89,SN2,40,73,SO2,41,95,SN2,40,X,X,X,108,11.5,
93,SN2,38,89,SN2,37,88,SN2,34,68,SO2,34,129,12.1,
62,SO2,32,101,S3,30,71,SO2,33,71,SO2,37,134,13,
X,X,X,100,S3,39,74,SO2,35,59,S1,35,114,12.9,
91,SN2,37,48,X,36,68,SO2,38,64,S1,41,147,7.4,
74,SO2,34,105,S3,39,75,SO2,41,74,SO2,34,136,12.9,
92,SN2,44,76,SO2,37,75,SO2,44,86,SN2,34,150,10.9,
83,SO2,38,53,S1,37,94,SN2,36,58,S1,38,183,13.7,
81,SO2,41,72,SO2,39,58,S1,38,79,SO2,44,158,8.7,
75,SO2,40,96,SN2,36,100,S3,37,104,S3,40,138,7.7,
102,S3,38,96,SN2,40,107,S3,41,72,SO2,38,137,10.7,
X,X,X,61,SO2,41,89,SN2,39,58,SO2,38,134,16.3,
71,SO2,37,86,SN2,37,103,S3,35,77,SO2,36,149,15.5,
92,S3,34,100,S3,36,80,SN2,35,X,X,X,193,14.9,
100,S3,42,106,S3,45,X,X,X,X,X,X,192,14,
82,SN2,44,87,SN2,40,97,S3,39,110,N2 S3,38,137,13,
95,S3,42,76,SN2,39,105,SO2 SN2 S3,40,85,S3,37,154,13,
72,N2,35,52,S1,33,90,S3,37,57,SO2,29,139,13,
76,SO2,45,76,SO2,45,76,SO2,47,75,SO2,48,150,13.1,
108,SO2 SN2 S3,44,84,S3,40,73,SN2,38,107,SO2 SN2 S3,49,148,15.3,
83,S3,35,74,SN2,33,67,SN2,34,70,SN2,37,143,14.6,
53,SO2,30,85,S3,37,84,S3,36,81,S3,36,148,14.2,
62,SO2,39,88,S3,40,81,SN2,37,70,SO2,37,161,13.6,
85,S3,32,95,SO2 S3,33,70,SN2,30,74,SN2,32,140,14.1,
80,SN2,33,61,SO2,34,58,SO2,32,65,SO2,30,143,14.6,
88,S3,37,92,S3,39,75,SN2,35,58,SO2,30,217,10.6,
X,X,X,X,X,X,110,SN2X2 S3,36,84,S3,35,155,9.6,
94,SN2 S3,32,79,SN2,32,83,S3,32,116,SN2X2 S3,47,147,11.8,
100,SO2 SN2 S3,34,50,S1,34,64,SO2,31,79,SN2,33,142,12,
67,SO2,36,55,S1,38,63,SO2,34,93,S1 SN2 S3,46,133,15.4,
74,SN2,36,60,S1,37,91,SN2 S3,40,68,SO2,40,157,8.3,
X,X,X,87,S3,32,88,S3,42,81,S3,35,7,11,
X,X,X,83,S3,33,67,SN2,32,80,S3,33,195,12.4,
47,S1,36,54,SO2,30,76,SN2,30,58,SO2,36,179,11.6,
83,S3,34,68,SN2,34,62,SO2,36,56,SO2,36,203,10.4,
66,SO2,36,54,SO2,37,108,SN2X2 S3,42,72,SN2,38,158,13.5,
X,X,X,72,SN2,37,77,SN2,36,104,SN2 S3,40,159,13,
69,SO2,40,89,S3,43,80,S3,44,71,SN2,41,200,12.2,
73,SN2,34,84,S3,35,62,SO2,33,59,SO2,36,146,13.3,
91,S3,34,50,S1,30,69,SO2,39,75,SN2,37,178,10.9,
77,SN2,32,62,SO2,33,89,S3,42,92,S3,40,158,11,
X,X,X,80,SN2,35,100,SO2 S3,33,88,S3,32,167,8.5,
X,X,X,69,SO2,34,69,SO2,35,78,SN2,33,145,11.9,
59,SO2,35,93,S3,38,69,SO2,39,61,SO2,32,130,11.4,
X,X,X,78,SN2,40,82,SN2,38,54,S1,34,146,9.2,
X,X,X,110,SN2X2 S3,34,42,X,36,65,SO2,36,161,11.7,
X,X,X,117,SN2X2 S3 X,34,106,SO2 SN2 S3,37,116,SN2X2 S3 X,37,191,9,
75,SO2,40,94,S3,37,80,SN2,36,67,SO2,34,165,7.2,
70,SN2,36,88,S3,36,64,SO2,37,77,SN2,40,128,10.3,
99,SO2 S3,34,44,X,40,101,SO2S3,36,93,S3,32,210,9.7,
X,X,X,85,S3,35,64,SO2,34,70,SN2,35,178,9.9,
91,S3,38,91,S3,37,69,SO2,34,X,X,X,161,9.9,
55,S1,39,81,SN2,37,69,SO2,33,76,SN2,33,150,12.4,
X,X,X,86,SN2,40,90,SN2,37,39,X,32,167,10.4,
X,X,X,94,S3,37,61,SO2,31,55,S1,35,178,10.8,
49,S1,37,50,S1,35,82,SN2,36,93,S3,35,153,9.1,
101,SO2 S3,39,77,SN2,34,75,SN2,32,82,SN2 ,39,161,8.5,
88,SN2,34,59,S1,40,61,S1,39,96,S3,40,144,7.9,
96,S3,40,57,S1,45,61,S1,42,70,SO2,37,165,7.9,
80,SN2,36,58,S1,39,71,SO2,36,82,SN2,38,171,11.3,
76,SO2,34,78,SO2,35,75,SO2,32,97,S3,35,166,10,
91,SN2,37,101,S3,38,66,S1,43,45,X,42,142,10.8,
53,SO2,24,92,S3,31,48,S1,32,83,SN2,36,145,10.1,
63,SO2,27,81,SN2,30,79,SN2,34,66,SO2,37,174,6,
109,SO2 S3,38,82,SN2,37,73,SO2,33,90,SN2,35,168,6.5,
50,S1,35,79,SO2,36,96,S3,37,58,S1,36,164,7.9,
X,X,X,X,X,X,63,SO2,39,112,SO2 SN2 S3,45,156,9,
X,X,X,X,X,X,X,X,X,75,SO2,43,179,11.6,
TW50,20,41,TW50,20,31,TW50,20,31,TW50,20,41,36,9,
64,74,20,66,76,28,85,S1,28,64,74,20,6,10.7,
72,82,30,64,84,30,44,84,27,34,84,27,29,10.3,
66,86,29,49,89,29,35,85,10,64,84,29,34,7.8,
91,S1,28,82,X,20,106,SO2,10,81,X,28,53,9.5,
X,X,X,87,97,32,58,98,35,64,94,32,17,11.9,
76,98,31,50,90,38,116,S1,31,95,X,36,352,10,
89,99,31,46,96,30,48,98,31,40,90,20,11,11.3,
73,93,37,75,95,38,111,S1,36,96,X,46,6,9,
67,97,30,60,90,28,72,92,36,57,97,33,29,8.4,
84,94,35,96,S1,31,119,S1,37,77,97,31,3,9,
82,92,37,81,91,38,65,95,40,81,91,30,46,10.1,
80,90,35,74,94,35,104,S1,35,86,96,31,27,12.9,
80,90,33,94,S1,33,84,94,41,74,94,41,311,8.2,
87,97,38,77,97,37,77,97,37,X,X,X,16,10.7,
88,98,33,63,93,30,95,S1,31,X,X,X,345,12.4,
72,92,32,58,98,32,63,93,32,72,92,37,30,10.1,
85,95,30,54,94,30,99,S1,27,X,X,X,1,10.7,
60,90,32,81,91,32,68,98,39,68,98,36,346,8.9,
86,96,35,99,S1,29,72,92,35,86,96,32,359,9.3,
98,S1,35,88,98,37,90,X,36,94,S1,22,34,11.6,
69,99,30,47,97,20,68,98,30,X,X,X,355,8.8,
X,X,X,54,94,41,46,96,32,63,93,32,41,8.6,
76,96,35,73,93,28,66,96,35,86,96,38,27,10.9,
X,X,X,94,X,32,46,96,32,54,94,37,6,10.3,
X,X,X,72,92,43,71,91,39,62,92,41,346,9.8,
X,X,X,76,96,40,98,S1,32,66,96,37,332,10.8,
X,X,X,102,S1,33,58,98,34,101,S1,33,32,13.2,
X,X,X,85,95,30,83,93,30,90,X,39,21,12.9,
87,97,38,63,93,35,77,97,36,60,90,27,328,11.6,
102,S1,34,44,94,34,89,X,41,X,X,X,335,12.4,
93,X,38,92,X,36,65,95,36,90,X,38,27,11.5,
81,91,39,86,96,35,80,90,35,103,S1,37,17,7.9,
110,S1 A,28,74,94,35,47,97,34,78,98,36,27,8.6,
80,90,35,96,S1,31,57,97,31,69,99,35,39,11.9,
77,97,40,63,93,34,72,92,36,74,94,40,355,11.8,
101,S1,28,71,91,36,39,99,30,90,X,41,334,13.8,
90,X,31,81,91,32,95,X,41,70,90,29,4,14.5,
62,92,32,60,90,31,88,98,28,58,98,25,349,15,
60,90,30,64,94,30,89,X,34,82,92,28,24,15,
44,94,36,78,98,34,34,94,31,46,96,31,339,12.1,
74,94,39,62,92,31,80,90,39,80,90,39,335,11,
74,94,34,78,98,39,61,91,29,79,99,39,1,11,
74,94,35,74,94,39,66,96,35,79,99,39,15,8.4,
113,S1,37,46,96,31,69,99,36,80,90,28,333,8.3,
X,X,X,57,97,37,74,94,33,90,X,40,36,10,
68,98,34,64,94,31,90,X,35,59,99,33,352,8.7,
83,93,33,90,X,36,85,95,33,79,99,33,349,11.3,
71,91,30,78,98,30,74,94,40,87,97,40,356,8.2,
85,95,39,75,95,38,80,90,33,70,90,34,291,7.8,
54,94,35,65,95,34,94,X,35,X,X,X,294,10.3,
76,96,38,100,S1,31,62,92,31,66,96,31,334,12.4,
92,X,44,53,93,37,52,92,32,70,90,32,327,12.5,
96,X,34,76,96,32,54,94,34,89,X,30,347,12.1,
82,92,38,63,93,38,79,89,26,96,X,40,39,11.3,
67,97,39,47,97,37,74,94,37,96,X,41,328,12.6,
71,91,30,72,92,32,68,88,30,68,88,32,328,11.7,
59,89,28,58,88,29,50,90,28,66,86,21,314,10.5,
102,S1,19,61,91,32,51,91,30,59,89,28,20,9.3,
60,90,28,55,95,31,64,94,33,104,S1,28,37,14.3,
73,93,34,94,X,35,77,97,32,68,98,32,327,12.8,
90,X,41,53,93,34,62,92,30,59,89,25,18,12.4,
70,90,36,87,X,33,63,93,33,76,96,31,326,13.3,
93,X,38,38,98,34,38,98,34,67,97,33,326,9.1,
93,X,34,74,94,32,88,X,32,71,91`,34,13,11.1,
120,S1,30,60,90,32,85,95,30,53,93,30,316,13.3,
77,97,36,92,X,31,86,96,21,59,99,37,336,10.5,
70,90,35,65,95,35,42,92,32,88,X,35,3,10.8,
75,95,34,61,91,36,67,97,38,84,94,36,23,11.7,
83,93,36,111,S1,32,62,92,36,94,X,32,328,13.1,
88,X,29,62,92,32,63,93,32,109,S1,34,332,14.1,
72,92,40,58,98,38,80,90,37,51,91,38,337,13.9,
82,92,35,90,X,37,71,91,37,80,90,35,351,11.9,
76,96,33,81,91,34,86,96,35,84,94,36,340,13.4,
51,91,36,60,90,37,50,90,37,95,X,38,7,12.8,
96,X,39,80,90,30,102,X,41,72,92,32,348,14.2,
X,X,X,72,92,37,98,X,40,70,90,36,334,10.1,
X,X,X,75,95,37,79,89,39,79,89,37,340,12.9,
88,X,37,73,93,37,85,95,38,118,S1,38,340,4,
82,92,35,70,90,37,98,X,38,52,92,37,18,15.6,
78,98,35,64,94,33,76,96,32,51,91,27,331,10,
67,97,37,102,X,37,67,97,34,88,X,34,347,12.3,
85,95,38,107,S1,36,71,91,34,75,95,30,340,12,
96,X,37,77,97,26,82,92,35,63,93,34,315,11.5,
77,97,31,92,X,37,77,97,38,76,96,30,333,11.6,
97,X,38,68,98,31,64,94,34,72,92,29,307,11.3,
90,X,36,64,94,42,83,93,37,105,S1,36,326,11.3,
X,X,X,84,94,31,63,93,20,46,96,20,306,13.4,
101,S1,28,97,X,35,49,99,35,62,92,28,354,11.1,
95,X,37,57,97,37,90,X,37,X,X,X,19,12.8,
93,X,37,66,96,36,63,93,37,67,97,37,349,12.7,
102,S1,38,64,94,32,48,98,38,66,96,35,,,
80,90,36,70,90,27,55,95,36,55,95,40,316,11.3,
80,90,39,72,92,44,84,94,43,87,97,37,23,10.6,
84,94,36,81,91,37,91,X,45,99,S1,40,25,12,
51,91,37,62,92,37,61,91,37,59,89,33,359,12.3,
72,92,35,56,86,34,81,91,35,55,85,22,23,10.1,
70,90,30,97,S1,24,58,88,32,60,90,32,23,10.8,
91,X,41,70,90,38,91,X,35,100,S1,32,346,8.3,
87,X,38,63,93,34,44,94,35,64,94,38,328,11.9,
62,92,34,90,X,41,44,94,30,120,S1,33,343,10.5,
96,S1,37,59,89,36,101,S1,32,X,X,X,358,6.8,
95,S1,35,68,88,38,62,82,35,98,S1,34,318,8.1,
87,X,40,86,X,38,85,X,40,70,90,40,299,10.7,
104,S1,37,76,86,37,91,X,45,56,86,37,316,6.7,
78,88,40,58,88,40,54,84,35,75,85,34,286,6.3,
68,88,38,70,80,29,66,86,40,66,86,34,333,7.1,
66,86,38,89,X,38,65,85,38,88,X,46,270,9.5,
45,85,38,105,S1,38,54,84,38,X,X,X,24,4.9,
83,X,42,42,82,21,70,80,30,X,X,X,1,7.5,
76,86,42,58,88,35,46,86,37,65,85,37,281,9.7,
75,85,34,69,89,40,58,88,31,81,X,36,342,8.8,
111,S1,35,51,81,36,95,S1,34,63,83,23,16,9.9,
78,88,39,50,80,27,98,S1,39,X,X,X,349,7.1,
76,86,40,77,87,38,75,85,35,47,87,35,25,5.2,
83,X,32,95,S1,37,74,84,40,75,85,37,350,10.8,
75,85,39,76,86,40,82,X,43,41,81,32,337,8.3,
78,X,41,96,S1,36,78,X,33,78,X,35,349,8.2,
72,82,42,74,84,31,59,79,38,X,X,X,309,8.1,
54,84,33,71,81,38,77,X,41,95,S1,29,333,10.5,
59,79,36,97,S1,27,62,82,37,77,X,28,321,8.6,
89,S1,32,68,78,32,69,79,35,82,X,30,352,9.7,
78,X,35,68,78,32,74,84,35,X,X,X,338,9,
92,S1,3,72,82,32,94,S1,32,87,S1,30,328,10.5,
80,X,32,96,S1,33,86,S1,25,61,81,34,337,7.9,
100,S1,38,90,S1,36,101,S1,36,X,X,X,329,7.4,
89,S1,32,72,82,38,68,78,36,81,X,48,302,9.3,
69,79,32,X,X,X,77,X,34,86,S1,29,,,
57,77,39,82,X,38,60,80,39,75,X,42,12,8.1,
53,83,38,63,83,39,85,X,40,86,S1,31,330,5.9,
98,S1,38,111,S1,38,82,X,35,80,X,40,332,8.8,
74,84,34,75,X,28,83,X,43,55,75,33,336,8,
63,83,30,76,X,36,86,S1,19,87,S1,19,7,8,
75,X,38,60,80,34,60,80,31,59,79,31,338,7.5,
78,X,36,116,S1,48,71,81,30,76,X,39,321,8.1,
58,78,38,85,S1,31,89,S1,34,81,X,38,321,7.9,
113,S1,46,99,A,31,79,X,34,79,X,32,306,6.5,
97,A,32,65,75,32,52,82,40,83,X,40,314,5,
76,X,40,40,80,37,55,75,38,86,X,43,340,6.6,
80,X,48,92,S1,39,96,S1,36,70,80,35,6,4.8,
85,S1,32,54,84,41,85,S1,32,75,X,42,17,4.5,
113,SO2,31,80,X,44,74,X,44,93,S1,32,351,5.8,
120,SO2,40,66,76,35,77,X,43,75,X,37,349,5.3,
52,82,39,82,S1,38,77,X,37,118,SO2,36,4,4.8,
79,X,37,96,S1,42,101,S1,43,101,S1,43,311,4.3,
83,S1,24,60,80,39,53,83,39,85,S1,31,342,6.5,
103,S1,42,95,S1,40,63,83,38,78,X,44,326,5.2,
95,S1,33,85,S1,34,90,S1,36,100,S1,39,332,5.9,
87,S1,36,62,82,40,58,78,35,66,76,34,339,6,
66,76,31,57,77,34,57,77,34,84,S1,26,319,4.7,
64,84,36,93,S1,36,86,S1,27,99,S1,39,328,6,
103,S1,44,73,X,42,78,X,39,52,82,38,317,3.8,
67,77,27,63,73,35,59,79,41,90,S1,41,340,6.2,
110,SO2,31,58,78,35,43,73,33,69,79,43,314,5.3,
36,76,33,43,73,33,72,X,36,88,S1,37,310,5.1,
43,73,30,49,79,33,57,77,35,X,X,X,306,3.3,
54,74,35,81,X,46,82,X,43,75,X,37,321,5.8,
81,X,48,73,X,37,71,X,42,71,X,37,325,4.2,
87,S1,36,76,X,40,74,X,36,81,S1,33,323,5.8,
79,X,40,81,S1,34,61,71,32,90,S1,37,310,5.8,
61,71,34,87,S1,35,84,S1,34,77,X,39,312,5.8,
75,X,44,68,78,34,65,75,36,64,74,37,315,5.8,
65,75,39,63,73,39,73,X,32,77,X,43,310,4.1,
64,74,34,67,77,37,47,77,39,76,X,41,311,3.5,
82,S1,30,98,S1,37,63,73,35,34,74,31,311,3.7,
72,X,33,65,75,33,56,76,33,78,X,43,312,4.3,
81,S1,27,48,78,35,70,X,36,52,72,35,327,5.4,
95,S1,39,87,S1,35,64,74,36,59,79,35,319,4.6,
34,74,40,63,73,38,48,78,40,38,78,40,297,6.4,
63,73,32,80,X,40,46,76,31,80,X,31,323,5.8,
72,X,33,88,S1,28,81,S1,28,65,75,33,311,4.3,
86,S1,35,95,S1,36,78,X,44,68,78,33,337,7.8,
56,76,39,80,X,42,58,78,39,74,X,37,317,7.3,
86,S1,40,100,S1,42,100,S1,42,86,S1,33,314,6.2,
69,79,38,84,S1,31,94,S1,35,65,75,34,307,6.6,
61,71,35,83,S1,33,64,74,36,X,X,X,304,6.5,
63,73,41,51,71,40,98,S1,42,74,X,36,306,4.8,
X,X,X,55,75,38,46,76,37,X,X,X,294,4.9,
81,S1,34,98,S1,39,75,X,39,X,X,X,314,4.6,
TW50,X,40,TW50,X,40,TW50,X,30,TW50,X,30,278,3,
73,S1,27,72,S1,28,53,63,29,76,S1,29,263,5.5,
106,SN2,28,67,X,34,84,S1,28,84,S1,34,276,4.8,
83,S1,38,66,X,36,91,S1,35,109,SN2,28,284,4.8,
71,X,38,52,62,22,47,67,28,71,X,30,296,3,
94,S1,40,80,S1,34,37,77,34,66,X,34,309,5,
106,SO2,37,91,S1,40,86,S1,36,60,70,40,289,5.5,
82,S1,36,93,S1,41,53,73,33,80,S1,33,278,3.4,
102,SO2,39,66,X,38,74,X,39,87,S1,40,265,2.7,
104,SO2,41,66,X,39,58,68,36,86,S1,40,281,3.5,
99,SO2,35,46,76,34,43,73,34,78,S1,30,274,5.9,
115,SN2,32,103,SO2,32,65,X,35,90,S1,44,327,3.1,
X,X,X,37,77,39,92,S1,37,61,71,37,312,2.6,
54,74,40,61,71,37,73,X,37,80,S1,33,307,2,
X,X,X,96,S1,42,53,73,38,75,X,34,298,3.9,
68,X,33,65,75,45,94,S1,43,90,S1,38,290,2.4,
81,S1,42,57,77,39,60,70,33,85,S1,34,276,4.1,
X,X,X,67,77,41,66,76,40,47,77,40,270,6.1,
72,X,43,77,S1,37,79,S1,38,70,X,39,255,6.1,
96,S1,40,52,72,39,60,70,26,84,S1,35,283,4.1,
116,SN2,32,51,72,35,113,SN2,35,95,S1,46,295,5.4,
92,S1,43,74,X,45,90,S1,47,84,S1,40,261,4.7,
53,73,41,57,77,38,49,79,36,X,X,X,307,3.8,
94,S1,35,51,71,40,74,X,46,68,78,38,226,6.8,
X,X,X,72,X,43,40,70,35,67,X,40,270,5.8,
X,X,X,73,X,49,87,S1,35,73,X,49,250,6.7,
105,SO2,36,103,SO2,34,118,SN2,36,97,SO2,40,256,4.6,
72,X,39,88,S1,37,51,71,36,53,73,36,295,6.2,
X,X,X,59,69,30,62,72,35,44,74,36,273,6.1,
98,SO2,30,71,X,36,83,S1,40,59,69,30,269,3.9,
97,S1,39,73,X,32,115,SN2,33,92,S1,34,248,6.9,
81,S1,32,65,75,35,74,X,39,60,70,30,280,2.2,
54,74,36,42,72,36,72,X,39,72,X,40,271,5.2,
71,X,40,72,X,34,60,70,30,88,S1,44,251,6.5,
X,X,X,83,S1,38,57,77,44,101,SO2,34,240,5.5,
79,S1,36,38,78,41,28,88,40,61,71,36,238,6.7,
76,S1,28,82,S1,28,101,SO2,30,82,S1,35,314,5.6,
55,75,34,73,X,35,63,73,36,57,77,36,311,7.3,
75,X,36,73,X,41,74,X,38,75,X,41,274,6.8,
X,X,X,101,SO2,29,51,71,29,93,SO2,30,248,8.7,
67,77,33,62,72,35,83,S1,34,95,SO2,33,265,7.4,
56,76,37,55,75,37,59,79,37,66,76,35,281,6.3,
97,SO2,39,66,76,43,86,S1,41,71,X,43,274,7.1,
68,78,45,73,X,43,91,S1,35,91,S1,35,307,5.9,
76,S1,35,92,S1,34,104,SO2,30,50,70,23,245,4.3,
X,X,X,91,S1,39,32,82,41,59,79,39,287,6.6,
X,X,X,69,79,35,71,X,35,52,72,27,285,5,
72,X,44,69,79,42,87,S1,39,114,SN2,37,263,6.7,
65,75,43,45,75,39,56,76,39,90,S1,36,274,6.9,
77,S1,34,69,79,35,66,76,35,88,S1,34,236,4.7,
86,S1,39,53,73,35,51,71,35,76,S1,31,289,6.3,
88,S1,35,71,X,39,79,S1,32,98,SO2,30,285,6,
71,X,40,65,75,35,77,S1,36,90,S1,37,285,5.7,
80,S1,35,84,S1,37,55,75,37,78,S1,35,310,8.4,
X,X,X,X,X,X,85,S1,30,103,SO2,30,255,6.9,
105,SO2,25,74,X,39,85,S1,34,X,X,X,325,9.2,
110,SO2,36,66,76,32,67,77,32,66,76,25,253,9.5,
69,X,37,86,S1,40,63,73,40,58,78,44,269,10.6,
69,X,35,64,74,37,63,73,35,110,SO2,35,264,9.5,
84,S1,36,84,S1,40,62,72,38,85,S1,40,240,10,
53,73,38,37,77,44,76,X,44,79,X,48,267,9.3,
X,X,X,81,S1,32,67,X,40,70,X,40,268,7.9,
71,X,44,97,S1,44,112,SO2,38,65,X,37,258,7.5,
71,X,36,54,64,36,64,X,40,99,S1,49,259,9.6,
X,X,X,109,SO2,36,63,X,36,87,S1,36,235,9.2,
83,S1,41,88,S1,29,81,S1,34,79,S1,37,252,7,
70,X,37,68,X,35,61,X,28,75,S1,27,236,7.6,
58,68,38,45,65,30,62,X,30,96,S1,40,265,9,
69,X,38,71,X,36,32,72,38,80,S1,7,274,6.7,
104,SO2,35,67,X,35,62,X,31,63,X,30,240,6.9,
69,X,37,87,S1,34,65,X,42,83,S1,37,288,7.8,
89,S1,34,60,X,26,53,63,26,102,SO2,29,267,5.6,
59,69,32,53,63,28,53,63,19,93,S1,37,273,8.4,
98,SO2,28,94,S1,30,71,X,33,95,SO2,20,248,7.3,
118,SN2,26,97,S1,40,95,S1,40,84,S1,29,260,9,
73,X,35,92,S1,40,40,70,27,77,X,40,294,9.9,
66,X,36,65,X,38,74,X,39,69,X,30,297,5.3,
85,S1,36,77,X,45,53,73,31,65,X,38,297,7.8,
72,X,41,92,S1,35,72,X,35,91,S1,41,259,7.1,
97,S1,37,85,S1,30,88,S1,30,73,X,36,255,7.6,
80,S1,37,67,X,40,93,S1,40,65,X,30,270,6.9,
56,66,32,58,68,32,77,X,43,75,X,40,256,10.2,
91,S1,42,54,64,29,83,S1,36,110,SO2,36,247,9.1,
69,X,41,76,X,46,60,X,30,82,S1,41,294,7.8,
X,X,X,78,X,45,59,69,30,70,X,40,264,7.9,
52,62,32,83,S1,38,61,X,34,101,SO2,34,278,8.2,
86,S1,40,71,X,42,50,70,40,69,X,49,286,8.1,
92,S1,36,82,S1,34,120,SN2,30,36,76,27,253,7.5,
95,S1,39,75,X,42,101,SO2,39,90,S1,48,302,7.4,
78,S1,35,98,SO2,34,68,X,45,100,SO2,28,266,6.8,
38,68,30,92,S1,37,55,65,36,84,S1,36,276,7,
61,X,38,71,X,41,89,S1,45,76,X,45,276,8.7,
X,X,X,76,X,44,85,S1,43,93,S1,38,273,7.6,
X,X,X,100,SO2,39,73,X,40,66,X,41,271,6.6,
X,X,X,45,65,34,44,64,32,77,S1,37,329,8.3,
X,X,X,75,X,44,60,70,32,73,X,44,291,6.4,
47,67,32,66,X,32,58,68,32,81,S1,30,283,8,
67,X,36,67,X,36,62,X,34,76,S1,34,295,8.3,
77,S1,29,78,S1,30,X,X,X,60,X,34,256,9,
54,64,35,92,S1,45,38,68,38,X,X,X,268,7.7,
X,X,X,83,S1,36,87,S1,45,55,65,36,290,6,
76,S1,30,56,66,23,74,S1,30,71,S1,19,257,4.2,
80,S1,36,38,78,43,55,75,36,46,76,35,264,6.1,
107,SO2,36,63,73,32,91,S1,39,63,73,39,293,6.4,
65,75,33,86,S1,35,77,X,45,X,X,X,238,9.2,
68,78,40,71,X,35,90,S1,36,X,X,X,240,5.1,
80,S1,35,58,78,41,62,72,30,30,70,35,246,5.7,
X,X,X,61,71,30,79,S1,32,97,S1,43,285,8.6,
88,S1,33,78,S1,27,90,S1,36,88,S1,36,257,8.1,
65,75,40,75,X,38,67,X,33,65,75,28,263,8.4,
X,X,X,67,X,35,77,X,43,69,X,40,,,
88,S1,38,77,X,40,87,S1,37,63,73,37,255,8.3,
74,X,38,89,S1,37,84,S1,38,65,75,46,236,7.3,
114,SN2,28,66,X,43,77,S1,34,X,X,X,248,7.3,
76,S1,33,81,S1,39,46,66,34,61,71,35,248,6.7,
59,69,34,76,S1,35,38,68,38,55,65,35,290,6.4,
78,S1,36,70,X,39,78,S1,36,93,SO2,24,282,5.7,
91,S1,39,83,S1,34,67,X,34,86,S1,32,252,5.9,
57,67,34,85,S1,49,50,70,,42,72,34,260,4.6,
X,X,X,67,X,43,56,66,30,90,S1,37,271,4.8,
98,SO2,38,87,S1,34,67,77,49,X,X,X,269,5.3,
57,67,36,73,X,47,99,SO2,36,62,72,36,229,2.2,
92,S1,40,59,69,36,62,72,41,67,X,36,245,4.6,
X,X,X,57,67,31,80,S1,38,50,60,31,311,3.9,
X,X,X,76,S1,32,62,X,34,106,SO2,30,328,4.4,
93,S1,41,112,SO2,41,57,67,38,82,S1,41,281,4.2,
61,X,33,61,X,33,54,64,33,113,SO2,36,302,4.7,
79,S1,29,46,66,33,X,X,X,89,S1,39,281,5,
X,X,X,41,61,36,73,X,49,62,X,42,301,5.8,
58,68,37,96,S1,42,60,70,39,93,S1,40,264,5.9,
73,X,42,62,72,44,58,68,36,86,S1,44,281,5.6,
68,X,37,59,69,38,58,68,36,80,S1,51,250,5.6,
90,S1,40,111,SO2,37,37,67,32,52,62,31,256,5.9,
63,73,36,49,69,41,57,67,35,65,X,42,275,5.8,
X,X,X,57,67,31,62,X,38,X,X,X,230,5.7,
67,X,40,87,S1,38,41,61,27,87,S1,36,245,6.8,
83,S1,35,86,S1,35,82,S1,32,71,X,39,261,5.3,
33,63,34,100,SO2,37,58,68,31,54,64,30,264,4.2,
91,S1,38,58,68,37,63,X,33,85,S1,42,271,5.3,
68,X,35,90,S1,42,70,X,40,79,S1,34,271,3.3,
X,X,X,78,S1,35,72,S1,33,105,SO2,34,271,3.4,
63,X,33,66,X,31,74,S1,34,64,X,38,214,4.5,
95,S1,41,62,X,9,43,63,40,77,S1,38,217,3.7,
99,SO2,32,79,S1,30,95,S1,46,78,S1,35,295,4.5,
86,S1,37,66,X,42,65,X,37,71,S1,29,295,3.7,
58,68,32,90,S1,40,86,S1,32,60,X,31,289,3,
76,S1,34,115,SO2,38,76,S1,34,X,X,X,285,3,
83,S1,30,89,S1,32,70,S1,25,57,67,28,316,4,
75,S1,36,70,X,38,50,70,32,66,X,41,277,3.2,
83,S1,32,48,68,40,63,X,36,89,S1,40,302,3.8,
100,SO2,35,44,64,34,74,S1,35,110,SO2,38,310,4,
61,X,34,86,S1,36,89,S1,49,116,SO2,39,280,3.9,
60,X,39,99,SO2,35,61,X,30,74,S1,30,257,4.6,
59,69,40,46,66,30,39,69,34,117,SO2,41,252,3.6,
X,X,X,X,X,X,68,X,31,87,S1,36,299,3,
X,X,X,X,X,X,74,S1,35,55,65,36,269,3.1,
X,X,X,X,X,X,,,30,59,69,36,300,2.5,
X,X,X,X,X,X,95,S1,43,61,X,36,293,0.8,
76,S1,36,92,S1,39,76,S1,33,80,S1,41,298,0.4,
77,S1,36,68,X,34,60,X,38,70,S1,33,267,0.4,
65,X,38,86,S1,40,44,64,30,56,66,34,266,2,
X,X,X,X,X,X,50,60,32,70,S1,33,319,1.8,
X,X,X,X,X,X,70,S1,30,83,S1,37,330,2.1,
85,S1,38,X,X,X,83,S1,41,90,S1,41,316,2.4,
X,X,X,X,X,X,86,S1,42,89,S1,40,304,2.4,
X,X,X,X,X,X,60,X,38,87,S1,44,282,2.4,
X,X,X,X,X,X,89,S1,41,62,X,41,234,2.9,
X,X,X,X,X,X,62,X,35,51,61,31,231,4.3,
92,SO2,30,X,X,X,103,SO2,31,63,X,39,255,5.2,
X,X,X,103,SO2,39,82,S1,40,93,SO2,34,259,6.3,
56,66,38,87,S1,44,73,S1,36,73,S1,33,262,5.9,
85,S1,39,88,S1,39,70,S1,37,84,S1,37,259,7.4,
70,S1,36,54,64,36,61,X,36,71,S1,36,262,3.4,
