weight4,setup4,speed4,weight3,setup3,speed3,weight2,setup2,speed2,weight1,setup1,speed1,wind_dir,wind_speed,
X,X,X,78,X,32,68,88,30,59,89,31,32,9.9,
77,X,34,89,X,36,71,81,34,82,X,32,25,10.3,
X,X,X,59,89,32,92,X,33,89,X,37,41,9.4,
X,X,X,89,X,30,45,85,31,60,80,33,25,9.6,
90,X,36,58,88,36,101,S1,28,96,S1,25,33,12.1,
X,X,X,66,86,35,65,85,31,97,S1,20,32,8.1,
68,78,32,57,87,37,46,86,32,78,X,32,30,10.6,
88,X,39,93,X,39,87,X,32,80,X,30,27,9.6,
X,X,X,60,80,32,67,87,31,95,S1,28,20,7.7,
X,X,X,92,X,37,83,X,32,84,X,40,35,6.8,
60,80,37,77,X,38,55,85,36,77,X,35,27,8.7,
49,89,33,98,S1,31,36,86,32,66,86,33,53,8.2,
83,X,41,76,X,40,84,X,39,116,SO2,35,27,5.4,
TW50,20,28,TW50,20,31,TW50,20,41,TW50,20,41,39,5.2,
77,X,31,72,X,31,63,83,39,78,X,35,37,11.6,
73,X,23,83,X,25,64,84,35,83,X,35,32,10.4,
54,84,39,88,X,47,81,X,37,68,88,39,34,9.4,
98,S1,38,58,88,38,76,86,36,78,X,28,16,7.7,
82,X,36,51,81,32,53,83,32,93,S1,24,34,6.1,
X,X,X,69,79,26,65,85,35,89,S1,36,26,7.3,
96,S1,34,76,86,35,94,S1,37,84,X,44,31,10,
62,82,25,89,X,35,80,X,34,102,S1,33,19,9.4,
81,X,38,80,X,34,118,SO2,26,X,X,X,9,6.4,
63,83,29,72,82,30,102,S1,36,69,89,36,24,7.4,
84,X,50,101,S1,30,77,87,28,102,S1,31,13,8.4,
79,X,30,80,X,28,90,S1,28,X,X,X,34,6.3,
88,S1,24,71,81,30,64,84,24,103,S1,22,34,10.1,
79,89,22,76,86,32,89,X,35,106,S1,25,10,11.1,
X,X,X,73,83,16,115,SO2,18,75,85,14,53,8.9,
70,90,36,58,88,32,55,85,32,68,88,30,347,10.9,
124,SO2,14,83,93,32,71,91,35,109,S1,40,9,9.1,
90,X,42,68,88,31,90,X,46,64,94,34,11,10,
79,89,40,80,90,32,67,87,40,88,X,50,36,11.1,
85,X,36,77,87,40,109,S1,41,83,X,40,89,8.7,
64,84,36,86,X,42,87,X,49,72,82,42,94,10.5,
109,S1,33,114,S1,40,61,91,46,66,86,46,46,12.3,
51,91,35,70,90,42,68,88,46,72,92,52,61,8.2,
108,S1,35,103,S1,32,92,S1,35,86,X,40,98,8.7,
57,87,32,57,87,39,82,X,42,94,S1,39,46,12,
99,S1,38,79,89,36,94,S1,32,72,82,27,73,13,
74,84,23,54,84,30,60,90,23,74,84,30,62,12,
67,97,35,93,S1,20,62,92,36,115,S1,36,96,7.4,
106,S1,24,77,87,35,X,X,X,X,X,X,68,9.1,
X,X,X,106,S1,38,88,X,38,73,93,45,49,11.3,
111,S1,44,75,85,36,109,S1,44,79,89,36,63,11.4,
X,X,X,105,S1,34,80,90,42,79,89,42,56,9.5,
54,84,27,87,X,41,87,X,35,67,87,37,31,11.3,
94,S1,30,56,86,34,77,87,34,115,S1,37,39,8.9,
105,S1,36,105,S1,34,107,S1,34,74,84,32,48,7.9,
90,S1,30,121,SO2,30,88,X,40,56,86,40,53,6.7,
90,X,40,95,S1,39,76,86,29,65,85,36,33,5.2,
64,84,25,86,X,38,99,S1,32,X,X,X,25,8,
67,87,39,90,X,47,93,S1,27,91,X,42,40,6.5,
56,86,27,91,X,41,77,87,34,58,88,37,12,8.6,
97,S1,35,110,S1,29,86,X,35,91,X,48,33,8.7,
81,91,40,68,88,31,72,92,40,X,X,X,39,8.1,
112,S1,31,60,90,36,48,88,26,57,87,31,28,11,
83,93,32,72,92,34,55,85,36,104,S1,24,40,9.8,
94,X,42,64,94,36,68,88,26,79,89,30,18,9.4,
76,86,34,59,89,36,54,84,40,58,88,40,30,8.5,
102,S1,39,117,S1,42,103,S1,36,77,87,32,34,9,
86,X,36,72,92,43,59,89,38,84,X,43,36,9.8,
79,89,33,X,X,X,76,86,35,60,90,33,44,5.8,
80,X,40,65,85,37,74,84,35,80,X,40,49,7.3,
73,83,38,90,X,43,76,86,38,60,80,32,42,12.8,
67,87,36,83,X,32,X,X,X,72,82,32,88,10.3,
X,X,X,95,S1,35,84,X,39,76,86,37,25,10.8,
76,X,34,87,S1,34,89,S1,32,92,S1,32,159,8.3,
84,X,37,75,85,32,89,S1,32,105,S1,34,105,12.8,
108,SO2,32,92,S1,34,95,S1,36,97,S1,34,67,9.6,
85,X,38,90,S1,35,84,X,36,91,S1,35,49,14,
X,X,X,73,83,28,67,87,34,56,86,30,56,11.6,
73,83,33,60,80,33,70,80,30,84,X,37,105,11.8,
118,SO2,27,105,S1,33,87,X,37,110,SO2,23,46,11.1,
84,X,5,75,85,32,59,89,35,X,X,X,28,7.8,
46,86,37,58,88,30,45,85,45,53,83,35,36,6.9,
65,85,42,73,X,38,83,X,39,X,X,X,40,6.3,
84,X,42,56,86,40,69,79,43,84,X,45,64,6.2,
X,X,X,75,X,32,53,83,45,68,78,33,105,7.1,
122,SO2,36,75,X,35,90,S1,32,76,X,30,116,3.8,
72,X,39,86,S1,33,64,74,25,82,X,30,63,8.8,
79,X,35,70,X,31,65,75,31,94,S1,36,63,10.5,
81,X,31,78,X,31,91,S1,27,82,X,32,66,11.4,
74,X,30,88,S1,30,83,X,37,69,X,24,98,9.9,
97,S1,39,65,75,32,64,74,33,88,S1,39,37,11.5,
80,X,29,56,76,29,62,72,30,107,SO2,28,60,12.9,
X,X,X,X,X,X,71,X,27,81,X,31,65,14.2,
91,S1,25,98,S1,30,88,S1,30,X,X,X,56,13.6,
83,X,46,89,S1,33,86,S1,33,X,X,X,51,8.8,
81,X,32,63,73,29,45,75,29,59,79,27,68,11.8,
71,X,31,93,S1,30,114,SO2,31,108,SO2,34,46,12.6,
75,X,39,91,S1,36,93,S1,39,X,X,X,57,11.1,
93,S1,39,85,S1,40,57,77,37,113,SO2,36,80,6.1,
108,SO2,33,59,79,33,46,76,34,74,X,42,148,8.4,
100,SO2,33,86,S1,32,65,X,31,102,SO2,34,98,8.6,
77,S1,28,63,X,27,94,SO2,30,116,SN2,28,103,12.9,
95,S1,35,86,S1,33,61,71,29,101,SO2,23,66,11.1,
X,X,X,82,S1,17,89,S1,17,76,S1,17,70,11.4,
82,X,32,67,77,33,80,X,30,109,S1,31,63,13.4,
99,S1,40,100,S1,38,66,76,37,88,X,39,80,11.1,
61,81,43,82,X,44,100,S1,40,52,82,37,80,10.6,
83,X,32,59,79,33,81,X,39,80,X,35,58,7.7,
57,77,34,106,S1,36,80,X,37,78,X,37,61,12.6,
80,X,37,92,S1,36,57,77,33,103,S1,36,58,9.6,
90,S1,33,107,S1,33,68,78,40,98,S1,36,72,9.5,
79,X,37,74,X,40,90,S1,34,89,S1,31,75,7.4,
100,S1,36,68,78,31,75,X,31,74,X,34,46,5.1,
51,81,30,71,X,30,88,S1,35,X,X,X,28,4.4,
85,S1,33,59,79,32,99,SO2,321,88,S1,32,60,4.1,
71,81,31,86,X,37,65,85,33,73,83,23,333,8.2,
71,91,27,92,X,35,83,X,30,51,91,32,27,10.6,
107,S1,33,66,96,35,86,X,34,71,91,36,328,9.2,
90,X,37,87,X,36,92,X,37,114,S1,40,344,8.9,
90,X,36,70,90,31,56,96,41,91,X,41,333,8.6,
95,X,26,80,X,27,59,89,28,57,87,30,338,11,
X,X,X,85,X,22,56,96,32,64,84,35,335,11.8,
98,X,45,63,93,37,96,X,36,91,X,35,310,11.5,
72,92,41,52,92,38,51,91,43,87,X,37,326,12.6,
81,X,42,94,X,40,115,S1,43,X,X,X,336,12,
X,X,X,111,S1,33,98,S1,34,107,S1,35,295,8.4,
X,X,X,82,X,37,76,86,34,111,S1,33,15,6.6,
84,X,36,77,87,35,70,90,33,97,S1,33,24,7.7,
98,S1,25,86,X,25,78,X,26,88,X,25,13,10.6,
69,89,20,77,87,21,93,X,22,63,83,16,30,10.7,
95,X,24,99,X,29,81,91,31,90,X,31,37,12.6,
93,X,30,60,100,33,62,102,39,61,101,39,42,12.7,
96,X,37,74,104,38,73,103,36,78,98,36,46,10.5,
X,X,X,82,92,35,67,107,36,64,104,35,59,5.6,
X,X,X,88,X,37,94,X,36,70,90,42,40,10.2,
83,X,30,78,88,30,59,89,32,84,X,31,64,7.9,
110,S1,28,120,SO2,26,51,91,27,87,X,35,37,12,
81,101,43,68,108,42,65,105,44,68,108,43,15,13.5,
95,X,41,92,X,40,100,X,38,100,X,37,52,11.9,
X,X,X,93,X,35,84,94,33,76,96,37,30,11.5,
X,X,X,82,92,38,81,91,36,100,X,38,36,11.8,
X,X,X,103,X,39,90,X,37,72,92,25,45,12.1,
95,X,39,90,X,37,71,91,36,77,97,36,57,12.6,
60,100,31,52,102,33,71,101,31,X,X,X,40,11.6,
101,X,33,63,103,20,65,105,30,88,98,31,45,12.9,
X,X,X,106,X,39,82,92,31,X,X,X,34,11.1,
97,X,31,115,S1,34,92,X,35,115,S1,34,38,11.7,
90,X,40,54,104,37,69,99,37,89,X,37,41,9.6,
63,103,36,91,X,37,68,98,42,82,92,35,37,9.8,
79,99,32,54,104,33,34,104,34,57,107,34,39,8.6,
89,X,35,64,104,37,94,X,36,100,X,48,40,10.4,
71,91,28,55,95,29,52,92,30,89,X,31,48,10.1,
73,103,30,73,103,30,97,X,31,X,X,X,34,12.1,
81,91,36,70,90,32,111,S1,37,96,X,36,7,8.8,
62,102,37,90,X,33,78,98,36,67,97,37,33,10.8,
78,98,38,63,103,39,62,102,31,89,99,33,34,11.1,
81,91,35,96,X,39,85,95,34,X,X,X,36,7,
104,X,42,61,101,43,75,105,38,67,107,38,302,8.8,
96,X,32,63,93,32,101,X,34,69,99,27,40,9.6,
X,X,X,X,X,X,75,95,33,41,101,38,12,10.3,
X,X,X,X,X,X,78,88,26,60,90,31,35,9.2,
X,X,X,X,X,X,89,X,37,89,X,32,24,9.2,
X,X,X,X,X,X,91,X,36,86,X,38,18,8.3,
X,X,X,X,X,X,48,88,28,67,87,30,23,12.8,
X,X,X,X,X,X,46,86,25,94,X,32,20,12.8,
X,X,X,X,X,X,75,85,30,84,X,26,4,11,
88,X,22,73,93,16,48,88,16,82,X,20,44,13.8,
X,X,X,69,89,21,67,87,20,68,88,21,33,13.3,
57,87,34,63,93,36,77,87,37,73,93,39,31,13.1,
94,X,35,87,X,35,80,90,32,81,91,32,33,9.8,
X,X,X,69,89,35,85,X,38,89,X,44,41,11.4,
98,S1,28,84,X,26,88,X,30,89,X,35,25,8.6,
34,94,17,102,S1,17,37,97,24,45,95,20,44,8,
60,90,22,83,X,23,88,X,24,63,93,23,45,12.6,
102,S1,21,69,89,18,48,88,16,110,S1,24,35,8.7,
74,94,29,48,98,25,72,92,26,71,91,26,33,13,
91,X,29,87,X,28,81,91,29,79,89,22,34,14.6,
91,X,30,107,S1,24,87,X,18,94,X,25,43,13.4,
75,85,17,97,X,26,54,94,23,49,89,17,94,13.1,
78,88,26,120,SO2,21,106,S1,17,64,94,21,34,12.7,
57,97,30,72,92,29,102,X,38,71,91,28,12,10.8,
78,88,33,100,X,34,83,93,32,108,S1,32,33,10.9,
69,89,23,80,90,25,65,95,15,82,92,21,26,12.7,
79,89,27,54,94,28,85,X,26,77,87,25,37,12.9,
X,X,X,84,94,30,91,X,30,81,91,27,39,6.4,
X,X,X,110,S1,31,82,92,24,92,X,30,37,9.9,
83,93,30,89,X,30,85,X,31,106,X,35,31,9.4,
101,X,27,89,X,27,53,93,28,78,88,29,2,10.6,
116,S1,33,69,89,28,71,91,21,X,X,X,40,11.2,
80,90,31,80,90,37,76,96,38,60,90,33,45,7.6,
63,93,30,102,X,36,98,X,30,82,92,30,39,8.1,
63,93,35,94,X,33,89,X,36,90,X,20,37,11.4,
59,89,27,91,X,31,105,S1,36,67,87,27,36,9.5,
107,S1,33,66,86,31,86,X,33,61,91,30,38,9.3,
95,S1,24,85,X,30,96,S1,30,104,S1,21,52,9.2,
89,X,34,84,X,34,101,S1,32,80,X,32,27,8.8,
106,S1,30,66,86,28,70,80,28,X,X,X,44,9.6,
67,87,25,78,X,25,73,83,29,X,X,X,25,7.1,
71,81,33,75,X,34,79,X,24,62,82,20,39,10.8,
91,X,33,62,92,26,52,92,24,94,X,23,27,9.1,
X,X,X,X,X,X,55,85,31,58,88,31,12,8.1,
TW50,10,32,TW50,10,34,TW50,10,42,TW50,10,42,61,4.6,
67,97,50,84,94,53,66,96,42,81,91,46,34,14.7,
101,S1,36,85,X,53,70,80,43,96,S1,37,75,5.4,
69,79,21,117,SO2,22,66,76,32,74,X,32,58,10.7,
95,S1,37,74,84,33,87,X,37,93,S1,29,48,12.4,
72,82,28,81,X,42,74,84,26,53,83,42,51,13.5,
77,87,40,72,82,32,76,86,42,86,X,42,47,15.2,
101,S1,36,62,82,33,76,86,36,78,88,37,83,18.3,
60,80,26,104,S1,37,82,X,44,85,X,44,41,14.4,
85,X,43,60,80,31,X,X,X,X,X,X,23,7.1,
107,S1,35,113,S1,42,104,S1,45,98,S1,47,28,10.3,
93,S1,40,83,X,47,74,84,42,116,SO2,33,71,14.2,
85,X,33,72,82,28,54,84,33,109,S1,38,58,13.5,
94,S1,20,80,X,27,94,S1,30,94,S1,30,69,13.5,
53,83,25,84,X,44,68,88,40,107,S1,37,58,11.7,
62,82,30,78,88,35,68,88,30,91,S1,26,55,12.1,
73,83,38,101,S1,39,74,84,40,69,89,44,60,9.2,
63,83,31,41,81,35,66,86,39,56,86,31,56,13.8,
77,87,35,41,81,42,87,X,45,53,83,42,54,10.8,
90,S1,36,118,SO2,41,91,S1,43,X,X,X,42,14.9,
80,X,50,93,S1,46,74,84,48,X,X,X,32,7.5,
65,85,39,108,S1,46,54,84,41,92,S1,36,96,10.3,
61,81,44,85,X,37,85,X,44,77,X,48,32,10.4,
97,S1,44,79,X,47,95,S1,44,92,S1,39,103,9.4,
X,X,X,101,S1,36,71,81,35,50,80,41,58,7.4,
86,X,53,88,X,46,68,78,32,72,82,46,79,15.1,
112,SO2,33,80,X,36,65,85,43,54,84,36,160,12,
51,81,32,105,S1,39,63,83,37,87,S1,32,50,11.6,
87,S1,30,50,80,43,97,S1,36,87,S1,27,64,11.5,
67,87,46,94,S1,43,77,X,43,82,X,46,58,11,
56,86,33,54,84,32,67,77,31,X,X,X,34,11.3,
98,S1,43,59,79,39,78,X,46,93,S1,35,63,13.5,
79,X,42,51,81,42,68,78,42,84,S1,34,28,10.3,
59,79,39,59,79,36,88,S1,30,85,S1,39,71,15.8,
91,S1,30,56,76,26,70,80,38,113,SO2,37,86,13,
78,X,34,57,87,34,83,X,33,94,S1,28,99,12.3,
86,S1,26,69,89,39,X,X,X,106,S1,34,29,10.6,
107,S1,38,89,S1,36,88,S1,32,77,X,43,63,13.1,
67,87,33,64,84,26,89,S1,24,94,S1,26,37,12.5,
88,S1,36,81,X,28,63,83,34,119,SO2,28,108,12.2,
48,88,41,43,83,34,57,87,34,106,S1,41,49,12.4,
75,85,26,62,82,23,81,X,38,91,S1,26,53,11.7,
63,83,37,63,83,41,66,86,40,60,80,37,68,10.2,
72,82,43,89,S1,43,85,X,49,79,X,44,23,9.4,
73,83,46,69,79,44,57,87,50,60,80,44,28,12.2,
84,S1,6,77,X,42,74,X,47,87,S1,37,93,11,
47,77,35,70,X,35,70,X,34,X,X,X,61,12.8,
91,S1,38,80,S1,38,65,75,44,93,S1,42,43,12,
109,SO2,28,70,X,33,91,S1,26,75,X,45,68,6.8,
75,X,40,76,X,40,76,X,43,74,X,40,53,15.2,
71,X,46,74,X,40,53,73,42,X,X,X,72,11,
79,S1,36,94,S1,33,64,74,39,87,S1,46,68,6.8,
100,SO2,24,76,X,41,56,76,35,78,S1,24,89,9.9,
91,S1,27,47,77,25,97,SO2,18,33,73,25,30,12.5,
60,70,26,57,77,29,82,S1,26,74,X,32,54,11.7,
59,69,24,58,68,24,73,X,28,86,S1,39,49,4.6,
62,72,29,85,S1,33,81,S1,33,65,75,37,76,2.5,
68,X,18,35,75,18,46,66,POP,88,S1,25,103,6.9,
94,S1,22,106,SO2,24,115,SO2,30,X,X,X,35,7.8,
81,X,34,89,S1,30,98,S1,30,62,82,30,70,13.6,
106,S1,34,93,S1,36,67,77,38,101,S1,36,63,7.9,
75,X,38,81,X,39,92,S1,36,73,83,36,26,7.6,
49,79,37,99,S1,34,75,X,34,64,74,17,45,11.3,
69,79,18,95,S1,21,104,SO2,23,117,SN2,R,38,12.3,
91,X,23,81,91,21,107,S1,23,66,86,21,37,13.9,
68,98,24,51,101,21,X,X,X,X,X,X,348,10.6,
98,X,30,89,99,30,63,93,28,92,X,35,28,13.5,
76,96,27,94,X,33,84,94,30,81,91,29,25,13.6,
58,98,27,87,97,33,91,X,29,59,99,32,52,13.5,
95,X,20,95,X,27,100,X,35,110,S1,30,39,17.3,
92,X,14,95,X,20,73,93,13,91,X,21,16,16.7,
60,100,16,71,101,15,64,104,16,93,103,15,27,12.1,
89,109,27,66,106,49,65,105,40,64,104,40,32,13,
74,104,36,68,98,30,80,100,30,81,101,33,4,12.8,
69,99,21,86,106,28,70,100,28,75,105,27,41,13.7,
77,97,38,74,104,40,61,101,38,61,101,34,41,12.6,
X,X,X,63,103,32,53,103,28,61,101,23,41,12.8,
72,102,36,81,101,42,97,107,38,86,106,32,51,14.5,
89,99,33,65,95,26,99,X,43,89,99,26,29,10.9,
88,98,22,84,104,31,81,101,24,64,104,31,41,14.8,
78,98,35,101,X,34,76,106,33,84,104,32,56,15,
103,X,50,101,X,30,66,106,40,78,98,30,28,14.8,
110,S1,36,68,98,32,77,97,38,79,99,39,25,14.3,
76,96,35,87,97,34,98,X,39,89,99,34,35,14.1,
76,96,18,54,94,29,100,X,29,54,94,9,40,16.3,
87,107,24,48,108,POP,84,104,23,76,106,23,38,18,
103,S1,POP,110,S1,POP,109,S1,POP,X,X,X,22,16.4,
90,100,29,82,102,24,50,120,30,77,107,24,21,15,
81,101,24,63,103,24,78,108,32,73,103,22,44,14.1,
52,112,25,84,104,25,81,101,16,85,105,25,27,14.6,
99,X,30,67,107,29,65,105,28,96,106,36,17,12.7,
59,109,31,67,107,35,63,103,38,X,X,X,356,13.7,
68,108,32,75,105,28,67,107,30,71,101,25,19,13,
76,106,32,59,109,33,83,103,40,72,102,31,17,11.7,
86,96,31,69,99,33,71,101,29,99,X,41,25,11.6,
89,99,37,83,93,30,69,99,37,85,95,23,36,11.1,
67,97,34,64,94,38,106,S1,34,71,91,38,41,11.5,
80,90,23,67,97,32,93,X,43,101,S1,33,33,10.5,
X,X,X,X,X,X,87,97,39,68,98,33,30,9.8,
78,88,36,83,93,41,71,91,34,84,94,36,55,11.2,
100,S1,33,67,87,28,58,88,37,101,S1,34,27,10.7,
77,87,37,94,S1,20,63,83,27,70,80,37,39,9.6,
35,85,28,98,S1,31,61,81,31,72,82,38,54,9.9,
57,87,31,106,S1,31,79,X,38,119,SO2,24,37,10.3,
95,S1,31,74,X,28,77,X,31,119,SO2,23,53,7.6,
78,X,28,87,S1,31,59,79,26,87,S1,26,24,9.6,
66,76,18,119,SO2,25,73,83,31,78,X,34,356,10,
84,X,15,80,X,34,77,X,37,86,X,34,348,12.3,
54,84,38,79,X,28,85,X,27,70,90,22,16,13.3,
84,X,35,89,X,37,73,83,19,65,85,33,347,12.3,
89,X,32,60,90,31,62,82,22,57,87,22,3,10,
52,92,38,72,92,31,93,X,44,76,96,40,360,13.7,
91,X,30,57,97,34,69,99,34,87,97,38,14,13.2,
59,99,34,84,94,39,85,95,34,100,S1,27,31,9.1,
86,X,37,81,91,32,99,S1,27,X,X,X,8,9.9,
92,X,38,66,86,22,64,84,25,49,99,35,37,11.1,
108,S1,20,X,X,X,67,87,26,72,92,33,328,12.5,
78,88,22,86,96,34,71,91,24,69,89,28,30,12,
69,89,34,99,X,37,103,X,36,75,95,36,336,9.3,
75,95,25,100,X,35,75,95,32,73,93,32,34,11.2,
42,102,26,71,91,30,109,S1,26,91,X,30,22,11.2,
70,90,35,64,94,31,65,95,37,X,X,X,13,9.5,
63,93,22,77,97,36,94,X,26,86,96,25,333,9.6,
X,X,X,70,90,38,56,96,27,61,91,37,331,8.7,
57,97,30,48,98,31,77,97,38,60,90,34,31,7,
X,X,X,69,99,37,68,98,42,57,97,47,30,6.8,
69,99,45,80,90,38,58,98,34,86,96,39,43,9.3,
60,90,31,73,93,33,66,96,40,80,90,31,44,6.8,
X,X,X,90,X,19,71,91,35,85,X,36,336,9.9,
67,87,21,46,96,20,69,89,21,67,87,27,49,13,
65,95,24,84,94,24,82,92,POP,105,S1,18,25,13.5,
X,X,X,103,X,36,53,103,37,73,103,31,34,11.9,
X,X,X,99,X,46,96,X,31,85,95,46,25,8.5,
88,98,34,78,98,38,63,103,39,56,106,38,43,9.7,
70,100,30,53,103,30,88,98,35,79,99,31,37,12.6,
77,97,28,74,104,28,88,98,28,58,98,30,39,12.3,
99,X,35,61,101,35,56,106,33,79,99,27,30,11.9,
67,97,29,57,97,34,101,X,43,90,100,35,360,10.6,
72,102,31,51,101,31,51,101,31,50,100,27,30,11,
62,102,37,73,103,40,41,101,43,48,108,39,19,10.8,
61,101,34,50,100,28,99,X,34,75,105,38,24,12.2,
97,X,38,77,97,36,75,95,33,68,98,33,23,11.8,
111,S1,26,57,97,41,71,101,27,108,S1,24,18,9,
78,98,22,96,X,32,92,X,32,59,99,30,16,7.9,
78,98,33,71,101,34,70,100,32,115,S1,29,34,11.1,
66,96,31,87,97,19,90,X,29,101,X,35,31,10,
X,X,X,75,95,23,62,102,38,79,99,27,40,11,
90,X,33,73,103,40,88,98,32,101,X,30,24,10.7,
75,95,27,66,96,32,79,99,X,57,97,29,50,11.8,
89,99,45,60,100,41,X,X,X,79,99,33,39,12,
64,104,42,85,95,33,96,X,34,96,X,34,44,11.2,
57,97,37,100,X,41,59,99,37,71,101,35,35,10.5,
65,95,31,57,97,38,105,S1,34,87,97,24,34,10.3,
55,95,32,116,S1,43,90,X,36,93,X,43,37,10.9,
60,90,35,116,S1,28,51,91,29,64,94,32,44,9.1,
66,96,37,88,X,37,76,96,36,85,95,42,37,9.4,
X,X,X,65,95,36,50,100,37,105,S1,34,35,8.1,
90,X,30,68,98,30,61,91,32,64,94,39,47,7.7,
88,X,35,65,95,36,73,93,42,70,90,29,32,9.1,
46,96,38,83,93,38,52,92,38,90,X,38,39,8,
65,95,40,53,93,30,54,94,40,73,93,30,313,6.6,
107,S1,35,56,96,32,55,95,36,66,96,44,32,9.7,
78,98,40,86,96,30,75,95,32,X,X,X,11,7.7,
TW50,20,40,TW50,20,33,TW50,20,33,TW50,20,42,11,7,
X,X,X,114,SO2,POP,68,88,28,61,91,26,31,11.1,
102,S1,32,81,91,32,71,91,31,78,98,36,6,8.2,
65,95,35,85,95,33,76,96,33,88,98,37,36,8.8,
109,S1,29,76,96,31,74,94,32,75,95,2,18,11.6,
94,X,40,99,S1,24,86,96,24,60,90,27,67,11.5,
79,99,37,62,102,32,63,103,43,X,X,X,68,17.3,
86,96,42,91,101,40,82,102,40,96,X,45,41,16.3,
72,92,41,63,93,36,88,98,41,88,98,41,65,12.8,
67,87,36,96,S1,35,98,S1,34,X,X,X,42,13,
99,S1,37,67,87,38,85,X,42,85,X,43,25,8.7,
72,82,40,96,S1,43,86,S1,45,79,X,50,39,7.3,
X,X,X,115,SN2,30,101,SO2,30,70,S1,30,14,2.4,
55,65,32,63,X,39,67,X,30,70,S1,30,37,5,
57,67,30,73,S1,30,60,X,30,91,SO2,26,51,6.5,
79,S1,18,87,S1,30,100,SO2,26,93,SO2,20,34,6,
85,S1,34,104,SO2,24,68,X,37,85,S1,34,27,9.1,
72,X,37,45,65,22,61,X,22,76,X,37,17,8.4,
61,71,15,66,76,15,78,X,31,73,X,32,1,11,
74,X,15,54,84,27,77,X,28,X,X,X,27,11.6,
102,S1,35,93,S1,27,94,S1,22,78,88,28,20,11.6,
92,X,41,90,X,37,100,S1,23,57,97,32,4,12.9,
99,S1,32,94,X,39,83,93,36,71,91,31,340,10.5,
78,98,35,107,S1,18,83,93,35,X,X,X,42,13.6,
72,92,32,64,94,29,55,95,39,74,94,39,335,14.5,
54,94,32,56,96,32,54,94,38,X,X,X,321,12.3,
72,92,32,113,S1,32,74,94,40,58,98,32,27,12.5,
85,95,30,117,S1,36,91,X,30,X,X,X,331,801,
95,X,43,68,98,37,70,100,38,97,X,41,338,16.6,
X,X,X,84,94,34,75,95,37,81,91,28,348,13.8,
63,93,34,58,98,37,67,97,40,88,98,37,333,16.5,
80,90,40,68,98,39,84,94,39,56,96,40,3,15.5,
60,90,34,123,SO2,24,100,S1,33,75,95,33,321,10,
77,97,40,86,96,39,91,X,42,71,91,32,308,13.6,
102,S1,35,70,90,41,70,90,37,X,X,X,323,14.9,
79,89,30,98,S1,30,81,91,30,56,96,20,316,14.6,
70,90,28,89,X,28,95,X,25,89,X,25,316,12.6,
90,X,36,78,88,23,80,90,27,79,89,34,326,13,
72,92,28,99,S1,21,81,91,28,62,92,21,314,8.9,
69,89,34,60,90,28,64,94,29,74,94,39,316,13.9,
42,102,31,62,92,36,93,X,39,X,X,X,307,9.2,
70,90,30,82,92,35,79,89,37,66,96,39,319,9.9,
92,X,34,82,92,34,73,93,32,74,94,28,330,11.2,
92,X,36,76,96,33,79,89,23,55,95,41,317,11.1,
90,X,34,93,X,37,95,X,40,80,90,37,319,14.9,
X,X,X,94,X,30,94,X,30,58,88,27,355,13.2,
X,X,X,59,89,36,102,S1,36,61,91,31,311,14,
89,X,45,117,SO2,30,91,X,47,X,X,X,6,11.9,
87,X,42,84,94,42,80,90,34,93,X,42,330,11.1,
66,86,36,74,84,35,62,92,41,45,95,44,309,9.3,
98,S1,32,79,89,37,73,83,32,87,X,40,293,10.8,
101,S1,40,95,S1,35,70,80,31,60,80,32,320,12,
82,X,42,78,88,39,76,86,38,87,X,39,328,10.2,
116,SO2,49,42,92,40,117,SO2,32,82,X,40,309,11.6,
64,84,36,88,S1,30,51,81,31,71,81,30,311,11.4,
53,83,34,70,80,27,59,89,34,100,S1,32,338,9.4,
94,S1,36,67,87,34,117,S1 A,38,81,X,34,307,11.4,
62,82,28,80,X,37,65,85,33,77,X,29,311,9.8,
73,X,35,93,S1,32,90,S1,33,66,86,34,334,11.9,
93,S1,32,84,X,34,84,X,36,61,81,34,324,10.6,
75,85,36,64,84,34,97,S1,22,X,X,X,288,8.7,
96,S1,37,94,S1,36,104,S1,38,98,S1,37,300,11,
80,X,26,93,S1,29,101,S1,31,115,SO2,30,322,12.1,
89,X,45,76,86,38,72,82,32,105,S1,38,309,12.3,
70,90,35,56,86,36,89,X,47,78,88,36,287,8.7,
88,S1,33,115,SO2,42,66,86,40,112,SO2,32,311,8.1,
92,S1,39,96,S1,40,99,S1,32,X,X,X,308,9.4,
87,X,45,75,85,40,81,X,40,108,SO2,29,314,10.5,
X,X,X,83,X,41,76,86,35,58,78,33,302,9.7,
X,X,X,90,S1,36,73,83,30,59,79,21,307,12.3,
X,X,X,70,80,29,98,S1,30,77,X,35,323,11.1,
93,S1,39,97,S1,33,115,SO2,30,89,S1,21,340,10.4,
X,X,X,80,X,41,72,82,26,X,X,X,326,7.1,
74,84,44,92,S1,33,80,X,44,97,S1,33,308,10.2,
X,X,X,50,80,15,92,S1,29,86,S1,29,300,9.8,
62,82,35,77,87,28,74,84,27,68,88,35,316,9.6,
100,S1,35,76,86,41,59,89,34,119,SO2,29,319,8.2,
97,S1,38,84,X,39,62,82,38,95,S1,37,317,8.2,
98,S1,36,111,S1,51,88,X,39,X,X,X,316,9,
X,X,X,65,85,28,54,84,33,82,X,40,320,8.3,
